Country,EdLevel,YearsCodePro,DevType,OrgSize,RemoteWork,Salary,CountryName,EducationLevel,RemoteWorkLabel,DevTypeLabel,OrgSizeLabel
2,0,4.0,8,5,2,89222.0,Canada,Bachelor's,Remote,Developer,20-99
2,0,9.0,8,6,2,104092.0,Canada,Bachelor's,Remote,Developer,5k-9.9k
16,0,8.0,13,5,2,180000.0,United States of America,Bachelor's,Remote,Engineering manager,20-99
16,0,11.0,8,0,2,187000.0,United States of America,Bachelor's,Remote,Developer,1k-4.9k
2,0,22.0,8,5,2,118962.0,Canada,Bachelor's,Remote,Developer,20-99
12,0,5.0,8,2,0,32127.0,Spain,Bachelor's,Hybrid,Developer,10k+
2,0,7.0,8,4,2,81787.0,Canada,Bachelor's,Remote,Developer,2 to 9 employees
16,1,23.0,8,7,2,109484.0,United States of America,Master's,Remote,Developer,500-999
2,0,8.0,8,2,2,96657.0,Canada,Bachelor's,Remote,Developer,10k+
2,4,7.0,8,4,2,90000.0,Canada,School,Remote,Developer,2 to 9 employees
2,1,5.0,8,4,0,66916.0,Canada,Master's,Hybrid,Developer,2 to 9 employees
16,1,2.0,8,5,2,110000.0,United States of America,Master's,Remote,Developer,20-99
16,2,10.0,8,2,2,200000.0,United States of America,Other,Remote,Developer,10k+
16,0,15.0,8,3,2,236000.0,United States of America,Bachelor's,Remote,Developer,100-499
16,0,3.0,8,1,0,76000.0,United States of America,Bachelor's,Hybrid,Developer,10-19
16,1,19.0,1,4,2,240000.0,United States of America,Master's,Remote,Blockchain,2 to 9 employees
9,1,28.0,8,5,0,85672.0,Netherlands,Master's,Hybrid,Developer,20-99
16,0,3.0,8,7,2,92000.0,United States of America,Bachelor's,Remote,Developer,500-999
16,2,8.0,8,3,2,170000.0,United States of America,Other,Remote,Developer,100-499
16,0,16.0,8,5,2,83400.0,United States of America,Bachelor's,Remote,Developer,20-99
12,2,8.0,2,1,1,32127.0,Spain,Other,In-person,Cloud infrastructure engineer,10-19
16,0,30.0,8,0,1,150000.0,United States of America,Bachelor's,In-person,Developer,1k-4.9k
3,1,10.0,18,0,1,115028.0,Denmark,Master's,In-person,Project manager,1k-4.9k
16,0,35.0,8,4,2,140000.0,United States of America,Bachelor's,Remote,Developer,2 to 9 employees
16,2,24.0,8,0,2,200000.0,United States of America,Other,Remote,Developer,1k-4.9k
16,1,8.0,10,4,2,250000.0,United States of America,Master's,Remote,Developer Experience,2 to 9 employees
2,2,6.0,8,3,2,59481.0,Canada,Other,Remote,Developer,100-499
16,1,22.0,8,6,0,102000.0,United States of America,Master's,Hybrid,Developer,5k-9.9k
16,1,7.0,8,2,2,240000.0,United States of America,Master's,Remote,Developer,10k+
1,0,15.0,8,2,2,46662.0,Brazil,Bachelor's,Remote,Developer,10k+
16,0,7.0,8,4,2,180000.0,United States of America,Bachelor's,Remote,Developer,2 to 9 employees
1,0,22.0,8,5,2,180000.0,Brazil,Bachelor's,Remote,Developer,20-99
16,0,23.0,8,5,2,80000.0,United States of America,Bachelor's,Remote,Developer,20-99
16,0,8.0,8,0,2,128000.0,United States of America,Bachelor's,Remote,Developer,1k-4.9k
2,0,2.0,21,0,2,162830.0,Canada,Bachelor's,Remote,Security professional,1k-4.9k
16,0,6.0,8,7,2,178000.0,United States of America,Bachelor's,Remote,Developer,500-999
16,1,25.0,8,5,2,195000.0,United States of America,Master's,Remote,Developer,20-99
16,1,15.0,8,5,2,145000.0,United States of America,Master's,Remote,Developer,20-99
16,1,17.0,8,8,2,185000.0,United States of America,Master's,Remote,Developer,Unknown
16,0,6.0,8,7,2,112000.0,United States of America,Bachelor's,Remote,Developer,500-999
16,2,5.0,5,2,2,60000.0,United States of America,Other,Remote,Database administrator,10k+
2,3,1.0,0,6,0,52046.0,Canada,Postgraduate,Hybrid,Academic researcher,5k-9.9k
16,2,26.0,8,1,0,225000.0,United States of America,Other,Hybrid,Developer,10-19
2,2,7.0,8,5,2,70634.0,Canada,Other,Remote,Developer,20-99
1,2,6.0,8,0,2,17987.0,Brazil,Other,Remote,Developer,1k-4.9k
2,2,22.0,22,1,2,133833.0,Canada,Other,Remote,Senior Executive (C-Suite,10-19
16,1,16.0,8,2,2,164000.0,United States of America,Master's,Remote,Developer,10k+
5,1,2.0,8,3,0,78175.0,Germany,Master's,Hybrid,Developer,100-499
15,0,10.0,8,3,2,124138.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,100-499
2,0,15.0,8,4,0,43124.0,Canada,Bachelor's,Hybrid,Developer,2 to 9 employees
16,0,8.0,8,3,2,165000.0,United States of America,Bachelor's,Remote,Developer,100-499
16,1,34.0,8,5,1,150000.0,United States of America,Master's,In-person,Developer,20-99
7,1,16.0,13,6,2,246431.0,Israel,Master's,Remote,Engineering manager,5k-9.9k
15,0,12.0,8,5,0,91862.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,20-99
16,0,7.0,19,2,1,195000.0,United States of America,Bachelor's,In-person,Research & Development role,10k+
16,0,10.0,8,0,2,170000.0,United States of America,Bachelor's,Remote,Developer,1k-4.9k
16,2,7.0,7,5,2,125000.0,United States of America,Other,Remote,DevOps specialist,20-99
5,1,7.0,8,2,0,79246.0,Germany,Master's,Hybrid,Developer,10k+
2,0,11.0,13,3,2,148703.0,Canada,Bachelor's,Remote,Engineering manager,100-499
16,0,8.0,8,5,0,105000.0,United States of America,Bachelor's,Hybrid,Developer,20-99
2,0,3.0,8,6,0,52046.0,Canada,Bachelor's,Hybrid,Developer,5k-9.9k
16,2,25.0,8,5,0,185000.0,United States of America,Other,Hybrid,Developer,20-99
16,1,2.0,8,3,2,180000.0,United States of America,Master's,Remote,Developer,100-499
8,4,12.0,8,4,2,27843.0,Italy,School,Remote,Developer,2 to 9 employees
16,2,15.0,8,0,2,220000.0,United States of America,Other,Remote,Developer,1k-4.9k
16,2,9.0,8,7,2,200000.0,United States of America,Other,Remote,Developer,500-999
2,0,27.0,13,0,2,115245.0,Canada,Bachelor's,Remote,Engineering manager,1k-4.9k
16,3,5.0,8,5,0,190000.0,United States of America,Postgraduate,Hybrid,Developer,20-99
16,1,44.0,8,2,2,200000.0,United States of America,Master's,Remote,Developer,10k+
2,0,22.0,7,1,2,81787.0,Canada,Bachelor's,Remote,DevOps specialist,10-19
5,0,2.0,8,5,0,44978.0,Germany,Bachelor's,Hybrid,Developer,20-99
16,2,11.0,8,1,2,123800.0,United States of America,Other,Remote,Developer,10-19
16,0,6.0,8,2,2,140000.0,United States of America,Bachelor's,Remote,Developer,10k+
16,2,22.0,13,3,0,187000.0,United States of America,Other,Hybrid,Engineering manager,100-499
16,0,6.0,8,2,1,170000.0,United States of America,Bachelor's,In-person,Developer,10k+
5,1,20.0,8,2,0,91026.0,Germany,Master's,Hybrid,Developer,10k+
2,0,3.0,8,4,2,59481.0,Canada,Bachelor's,Remote,Developer,2 to 9 employees
16,1,25.0,8,2,2,127050.0,United States of America,Master's,Remote,Developer,10k+
16,0,28.0,22,4,2,150000.0,United States of America,Bachelor's,Remote,Senior Executive (C-Suite,2 to 9 employees
16,0,27.0,8,5,0,140000.0,United States of America,Bachelor's,Hybrid,Developer,20-99
2,3,3.0,0,0,1,75838.0,Canada,Postgraduate,In-person,Academic researcher,1k-4.9k
6,1,12.0,8,6,2,48468.0,India,Master's,Remote,Developer,5k-9.9k
12,1,8.0,8,0,0,61041.0,Spain,Master's,Hybrid,Developer,1k-4.9k
16,0,8.0,8,3,2,125000.0,United States of America,Bachelor's,Remote,Developer,100-499
8,2,30.0,8,1,0,32127.0,Italy,Other,Hybrid,Developer,10-19
16,0,16.0,8,3,2,60000.0,United States of America,Bachelor's,Remote,Developer,100-499
15,0,16.0,13,2,2,139035.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Engineering manager,10k+
16,0,5.0,8,5,0,72000.0,United States of America,Bachelor's,Hybrid,Developer,20-99
16,0,5.0,8,2,2,123000.0,United States of America,Bachelor's,Remote,Developer,10k+
4,1,6.0,8,5,0,50332.0,France,Master's,Hybrid,Developer,20-99
16,0,9.0,12,8,2,90000.0,United States of America,Bachelor's,Remote,Engineer,Unknown
16,0,15.0,8,3,2,235000.0,United States of America,Bachelor's,Remote,Developer,100-499
5,0,13.0,8,2,2,101735.0,Germany,Bachelor's,Remote,Developer,10k+
2,1,24.0,8,7,0,111527.0,Canada,Master's,Hybrid,Developer,500-999
15,0,9.0,8,5,0,70759.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,20-99
16,2,5.0,12,2,2,150000.0,United States of America,Other,Remote,Engineer,10k+
16,0,9.0,8,5,2,101000.0,United States of America,Bachelor's,Remote,Developer,20-99
15,1,21.0,8,3,0,95586.0,United Kingdom of Great Britain and Northern Ireland,Master's,Hybrid,Developer,100-499
16,0,30.0,7,3,2,250000.0,United States of America,Bachelor's,Remote,DevOps specialist,100-499
15,2,14.0,13,3,2,105517.0,United Kingdom of Great Britain and Northern Ireland,Other,Remote,Engineering manager,100-499
2,0,8.0,8,5,2,127884.0,Canada,Bachelor's,Remote,Developer,20-99
1,1,15.0,13,3,2,26374.0,Brazil,Master's,Remote,Engineering manager,100-499
16,0,34.0,8,2,2,119000.0,United States of America,Bachelor's,Remote,Developer,10k+
2,0,3.0,8,7,2,86991.0,Canada,Bachelor's,Remote,Developer,500-999
2,0,9.0,12,0,0,100374.0,Canada,Bachelor's,Hybrid,Engineer,1k-4.9k
16,2,25.0,8,5,2,127000.0,United States of America,Other,Remote,Developer,20-99
16,0,10.0,16,0,2,200000.0,United States of America,Bachelor's,Remote,Other (please specify):,1k-4.9k
8,4,3.0,8,8,0,26772.0,Italy,School,Hybrid,Developer,Unknown
16,0,9.0,8,4,2,174900.0,United States of America,Bachelor's,Remote,Developer,2 to 9 employees
16,3,30.0,0,6,0,134000.0,United States of America,Postgraduate,Hybrid,Academic researcher,5k-9.9k
16,0,24.0,8,5,0,144000.0,United States of America,Bachelor's,Hybrid,Developer,20-99
15,1,13.0,13,5,0,124138.0,United Kingdom of Great Britain and Northern Ireland,Master's,Hybrid,Engineering manager,20-99
6,0,0.5,8,2,0,32716.0,India,Bachelor's,Hybrid,Developer,10k+
15,0,20.0,17,2,0,72000.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Product manager,10k+
15,0,25.0,8,3,2,99311.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,100-499
2,0,25.0,8,5,2,85504.0,Canada,Bachelor's,Remote,Developer,20-99
1,0,11.0,8,4,0,12173.0,Brazil,Bachelor's,Hybrid,Developer,2 to 9 employees
16,0,5.0,8,3,0,120000.0,United States of America,Bachelor's,Hybrid,Developer,100-499
16,1,25.0,22,0,0,220000.0,United States of America,Master's,Hybrid,Senior Executive (C-Suite,1k-4.9k
16,2,17.0,13,7,2,180000.0,United States of America,Other,Remote,Engineering manager,500-999
16,2,1.0,8,7,1,42000.0,United States of America,Other,In-person,Developer,500-999
6,0,12.0,8,5,1,18175.0,India,Bachelor's,In-person,Developer,20-99
16,1,1.0,8,6,0,70000.0,United States of America,Master's,Hybrid,Developer,5k-9.9k
2,2,12.0,8,1,0,59481.0,Canada,Other,Hybrid,Developer,10-19
4,3,5.0,8,2,0,44978.0,France,Postgraduate,Hybrid,Developer,10k+
16,0,8.0,8,2,2,176800.0,United States of America,Bachelor's,Remote,Developer,10k+
15,1,25.0,8,4,2,55862.0,United Kingdom of Great Britain and Northern Ireland,Master's,Remote,Developer,2 to 9 employees
16,0,29.0,13,0,0,240000.0,United States of America,Bachelor's,Hybrid,Engineering manager,1k-4.9k
4,3,18.0,8,1,1,50332.0,France,Postgraduate,In-person,Developer,10-19
15,1,5.0,4,7,0,105517.0,United Kingdom of Great Britain and Northern Ireland,Master's,Hybrid,Data scientist or machine learning specialist,500-999
16,2,30.0,8,3,2,115000.0,United States of America,Other,Remote,Developer,100-499
5,0,10.0,16,2,2,235597.0,Germany,Bachelor's,Remote,Other (please specify):,10k+
9,2,7.0,8,5,0,113515.0,Netherlands,Other,Hybrid,Developer,20-99
16,3,14.0,11,8,1,90000.0,United States of America,Postgraduate,In-person,Educator,Unknown
2,0,7.0,8,0,2,155394.0,Canada,Bachelor's,Remote,Developer,1k-4.9k
15,2,0.5,7,2,2,29793.0,United Kingdom of Great Britain and Northern Ireland,Other,Remote,DevOps specialist,10k+
16,1,6.0,8,2,0,150000.0,United States of America,Master's,Hybrid,Developer,10k+
16,2,5.0,8,5,2,169000.0,United States of America,Other,Remote,Developer,20-99
16,2,7.0,8,2,2,200000.0,United States of America,Other,Remote,Developer,10k+
10,0,15.0,8,5,0,83455.0,Norway,Bachelor's,Hybrid,Developer,20-99
16,0,10.0,8,7,2,150000.0,United States of America,Bachelor's,Remote,Developer,500-999
16,0,6.0,8,5,2,168000.0,United States of America,Bachelor's,Remote,Developer,20-99
5,1,9.0,8,3,0,107090.0,Germany,Master's,Hybrid,Developer,100-499
5,1,6.0,2,5,1,107090.0,Germany,Master's,In-person,Cloud infrastructure engineer,20-99
4,1,10.0,22,3,0,85672.0,France,Master's,Hybrid,Senior Executive (C-Suite,100-499
16,0,2.0,8,7,2,61000.0,United States of America,Bachelor's,Remote,Developer,500-999
4,1,10.0,8,3,2,96381.0,France,Master's,Remote,Developer,100-499
16,2,20.0,8,5,0,113000.0,United States of America,Other,Hybrid,Developer,20-99
16,4,11.0,22,5,2,200000.0,United States of America,School,Remote,Senior Executive (C-Suite,20-99
12,2,3.0,8,5,0,42836.0,Spain,Other,Hybrid,Developer,20-99
16,0,9.0,16,3,2,114000.0,United States of America,Bachelor's,Remote,Other (please specify):,100-499
16,0,9.0,7,5,0,121000.0,United States of America,Bachelor's,Hybrid,DevOps specialist,20-99
16,0,15.0,12,3,2,210000.0,United States of America,Bachelor's,Remote,Engineer,100-499
16,2,0.5,16,0,1,54000.0,United States of America,Other,In-person,Other (please specify):,1k-4.9k
1,0,13.0,8,2,0,18259.0,Brazil,Bachelor's,Hybrid,Developer,10k+
16,0,20.0,8,5,1,172000.0,United States of America,Bachelor's,In-person,Developer,20-99
16,0,8.0,8,3,2,240000.0,United States of America,Bachelor's,Remote,Developer,100-499
2,0,5.0,8,2,2,74351.0,Canada,Bachelor's,Remote,Developer,10k+
4,0,5.0,8,5,1,37481.0,France,Bachelor's,In-person,Developer,20-99
2,2,15.0,8,1,2,96657.0,Canada,Other,Remote,Developer,10-19
16,0,7.0,2,2,2,145000.0,United States of America,Bachelor's,Remote,Cloud infrastructure engineer,10k+
16,0,7.0,12,7,2,130000.0,United States of America,Bachelor's,Remote,Engineer,500-999
16,0,18.0,16,2,0,135000.0,United States of America,Bachelor's,Hybrid,Other (please specify):,10k+
16,0,14.0,8,3,2,185000.0,United States of America,Bachelor's,Remote,Developer,100-499
16,0,15.0,22,5,2,200000.0,United States of America,Bachelor's,Remote,Senior Executive (C-Suite,20-99
16,0,11.0,8,3,2,185000.0,United States of America,Bachelor's,Remote,Developer,100-499
16,0,7.0,8,7,2,200000.0,United States of America,Bachelor's,Remote,Developer,500-999
16,0,7.0,8,3,0,109000.0,United States of America,Bachelor's,Hybrid,Developer,100-499
2,2,21.0,8,1,0,70634.0,Canada,Other,Hybrid,Developer,10-19
16,0,18.0,0,1,0,100000.0,United States of America,Bachelor's,Hybrid,Academic researcher,10-19
16,0,15.0,8,3,2,150000.0,United States of America,Bachelor's,Remote,Developer,100-499
16,2,25.0,16,3,2,240000.0,United States of America,Other,Remote,Other (please specify):,100-499
16,0,35.0,8,0,2,128000.0,United States of America,Bachelor's,Remote,Developer,1k-4.9k
16,1,18.0,8,2,2,145000.0,United States of America,Master's,Remote,Developer,10k+
16,0,3.0,16,4,2,55000.0,United States of America,Bachelor's,Remote,Other (please specify):,2 to 9 employees
16,0,45.0,8,3,2,145000.0,United States of America,Bachelor's,Remote,Developer,100-499
16,0,4.0,8,5,1,105000.0,United States of America,Bachelor's,In-person,Developer,20-99
16,0,8.0,8,2,2,130000.0,United States of America,Bachelor's,Remote,Developer,10k+
11,1,8.0,4,2,2,31104.0,Poland,Master's,Remote,Data scientist or machine learning specialist,10k+
16,0,10.0,8,0,0,125000.0,United States of America,Bachelor's,Hybrid,Developer,1k-4.9k
16,0,6.0,8,4,2,75000.0,United States of America,Bachelor's,Remote,Developer,2 to 9 employees
16,0,44.0,18,1,2,125000.0,United States of America,Bachelor's,Remote,Project manager,10-19
16,0,5.0,8,0,0,86000.0,United States of America,Bachelor's,Hybrid,Developer,1k-4.9k
16,0,6.0,8,6,2,229789.0,United States of America,Bachelor's,Remote,Developer,5k-9.9k
4,2,3.0,8,5,0,49261.0,France,Other,Hybrid,Developer,20-99
16,0,8.0,12,5,2,120000.0,United States of America,Bachelor's,Remote,Engineer,20-99
16,0,21.0,8,5,1,123000.0,United States of America,Bachelor's,In-person,Developer,20-99
1,0,3.0,8,3,2,30431.0,Brazil,Bachelor's,Remote,Developer,100-499
16,0,15.0,8,5,2,129500.0,United States of America,Bachelor's,Remote,Developer,20-99
16,3,10.0,2,3,0,220000.0,United States of America,Postgraduate,Hybrid,Cloud infrastructure engineer,100-499
16,1,12.0,8,2,0,190000.0,United States of America,Master's,Hybrid,Developer,10k+
2,2,9.0,8,4,0,81787.0,Canada,Other,Hybrid,Developer,2 to 9 employees
4,1,6.0,8,3,0,53545.0,France,Master's,Hybrid,Developer,100-499
15,0,28.0,8,3,2,80690.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,100-499
16,0,3.0,16,0,1,126500.0,United States of America,Bachelor's,In-person,Other (please specify):,1k-4.9k
16,0,10.0,2,2,2,220499.0,United States of America,Bachelor's,Remote,Cloud infrastructure engineer,10k+
2,1,2.0,3,0,2,74351.0,Canada,Master's,Remote,Data or business analyst,1k-4.9k
16,0,20.0,8,0,2,175000.0,United States of America,Bachelor's,Remote,Developer,1k-4.9k
5,4,2.0,24,4,1,53545.0,Germany,School,In-person,System administrator,2 to 9 employees
16,0,24.0,8,5,2,180000.0,United States of America,Bachelor's,Remote,Developer,20-99
15,0,0.5,8,1,0,46552.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,10-19
15,2,5.0,8,1,1,37210.0,United Kingdom of Great Britain and Northern Ireland,Other,In-person,Developer,10-19
16,0,8.0,8,7,2,95000.0,United States of America,Bachelor's,Remote,Developer,500-999
16,3,6.0,4,2,2,250000.0,United States of America,Postgraduate,Remote,Data scientist or machine learning specialist,10k+
2,2,23.0,8,1,0,148703.0,Canada,Other,Hybrid,Developer,10-19
15,2,0.5,8,8,1,38483.0,United Kingdom of Great Britain and Northern Ireland,Other,In-person,Developer,Unknown
16,0,27.0,8,6,2,226345.0,United States of America,Bachelor's,Remote,Developer,5k-9.9k
16,1,37.0,8,5,2,200000.0,United States of America,Master's,Remote,Developer,20-99
16,0,37.0,8,3,0,110000.0,United States of America,Bachelor's,Hybrid,Developer,100-499
5,0,13.0,8,5,2,77104.0,Germany,Bachelor's,Remote,Developer,20-99
16,0,20.0,8,1,2,120000.0,United States of America,Bachelor's,Remote,Developer,10-19
16,0,0.5,8,2,1,79000.0,United States of America,Bachelor's,In-person,Developer,10k+
2,0,5.0,8,7,0,51302.0,Canada,Bachelor's,Hybrid,Developer,500-999
2,1,20.0,8,0,2,81787.0,Canada,Master's,Remote,Developer,1k-4.9k
7,0,23.0,8,0,0,128294.0,Israel,Bachelor's,Hybrid,Developer,1k-4.9k
16,0,10.0,8,4,2,130000.0,United States of America,Bachelor's,Remote,Developer,2 to 9 employees
16,1,18.0,8,0,2,97000.0,United States of America,Master's,Remote,Developer,1k-4.9k
2,2,5.0,8,3,2,81787.0,Canada,Other,Remote,Developer,100-499
16,0,6.0,8,5,0,130000.0,United States of America,Bachelor's,Hybrid,Developer,20-99
2,0,14.0,13,3,2,96657.0,Canada,Bachelor's,Remote,Engineering manager,100-499
2,0,8.0,8,0,2,89222.0,Canada,Bachelor's,Remote,Developer,1k-4.9k
16,0,12.0,8,7,0,110000.0,United States of America,Bachelor's,Hybrid,Developer,500-999
2,0,14.0,8,5,0,70634.0,Canada,Bachelor's,Hybrid,Developer,20-99
16,4,21.0,8,0,2,139000.0,United States of America,School,Remote,Developer,1k-4.9k
5,1,20.0,8,1,2,104412.0,Germany,Master's,Remote,Developer,10-19
2,0,20.0,8,3,2,64686.0,Canada,Bachelor's,Remote,Developer,100-499
16,2,12.0,8,3,2,93000.0,United States of America,Other,Remote,Developer,100-499
16,2,6.0,8,7,2,119000.0,United States of America,Other,Remote,Developer,500-999
11,1,6.0,8,3,1,51441.0,Poland,Master's,In-person,Developer,100-499
16,0,11.0,8,5,1,150000.0,United States of America,Bachelor's,In-person,Developer,20-99
16,0,21.0,8,8,2,200000.0,United States of America,Bachelor's,Remote,Developer,Unknown
16,0,8.0,8,5,2,155000.0,United States of America,Bachelor's,Remote,Developer,20-99
2,0,3.0,8,2,2,104092.0,Canada,Bachelor's,Remote,Developer,10k+
16,0,33.0,8,5,2,160000.0,United States of America,Bachelor's,Remote,Developer,20-99
12,0,4.0,8,5,0,42836.0,Spain,Bachelor's,Hybrid,Developer,20-99
15,0,32.0,13,5,0,148966.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Engineering manager,20-99
16,1,6.0,4,2,2,100000.0,United States of America,Master's,Remote,Data scientist or machine learning specialist,10k+
4,0,0.5,8,5,0,21418.0,France,Bachelor's,Hybrid,Developer,20-99
16,2,2.0,8,5,2,70000.0,United States of America,Other,Remote,Developer,20-99
16,0,11.0,8,3,2,200000.0,United States of America,Bachelor's,Remote,Developer,100-499
16,0,3.0,8,0,2,103000.0,United States of America,Bachelor's,Remote,Developer,1k-4.9k
5,1,19.0,8,7,0,81388.0,Germany,Master's,Hybrid,Developer,500-999
3,1,2.0,12,0,0,71892.0,Denmark,Master's,Hybrid,Engineer,1k-4.9k
16,0,2.0,8,2,0,70000.0,United States of America,Bachelor's,Hybrid,Developer,10k+
2,0,30.0,8,2,2,104092.0,Canada,Bachelor's,Remote,Developer,10k+
1,0,16.0,8,5,2,60863.0,Brazil,Bachelor's,Remote,Developer,20-99
1,2,18.0,8,0,2,100000.0,Brazil,Other,Remote,Developer,1k-4.9k
5,0,4.0,8,5,2,47548.0,Germany,Bachelor's,Remote,Developer,20-99
2,0,10.0,8,2,0,110040.0,Canada,Bachelor's,Hybrid,Developer,10k+
2,0,10.0,8,4,0,185879.0,Canada,Bachelor's,Hybrid,Developer,2 to 9 employees
4,1,7.0,8,5,0,47119.0,France,Master's,Hybrid,Developer,20-99
15,0,7.0,8,5,0,44690.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,20-99
1,0,3.0,8,5,0,28403.0,Brazil,Bachelor's,Hybrid,Developer,20-99
16,0,1.0,8,3,2,75000.0,United States of America,Bachelor's,Remote,Developer,100-499
1,0,21.0,8,3,2,97381.0,Brazil,Bachelor's,Remote,Developer,100-499
2,0,3.0,8,2,0,68924.0,Canada,Bachelor's,Hybrid,Developer,10k+
16,0,26.0,16,4,2,66000.0,United States of America,Bachelor's,Remote,Other (please specify):,2 to 9 employees
15,1,10.0,8,1,0,144621.0,United Kingdom of Great Britain and Northern Ireland,Master's,Hybrid,Developer,10-19
2,1,5.0,8,5,2,140000.0,Canada,Master's,Remote,Developer,20-99
15,1,17.0,8,5,0,81034.0,United Kingdom of Great Britain and Northern Ireland,Master's,Hybrid,Developer,20-99
2,2,5.0,8,5,2,54648.0,Canada,Other,Remote,Developer,20-99
2,1,23.0,8,7,2,111527.0,Canada,Master's,Remote,Developer,500-999
1,2,6.0,8,3,2,28615.0,Brazil,Other,Remote,Developer,100-499
13,3,11.0,8,2,0,92141.0,Sweden,Postgraduate,Hybrid,Developer,10k+
16,0,20.0,8,1,2,250000.0,United States of America,Bachelor's,Remote,Developer,10-19
16,0,1.0,8,2,0,70000.0,United States of America,Bachelor's,Hybrid,Developer,10k+
16,0,10.0,17,3,2,105000.0,United States of America,Bachelor's,Remote,Product manager,100-499
16,0,25.0,13,3,2,240000.0,United States of America,Bachelor's,Remote,Engineering manager,100-499
5,3,7.0,4,0,2,89955.0,Germany,Postgraduate,Remote,Data scientist or machine learning specialist,1k-4.9k
16,0,6.0,12,5,2,140000.0,United States of America,Bachelor's,Remote,Engineer,20-99
0,0,6.0,8,5,0,72714.0,Australia,Bachelor's,Hybrid,Developer,20-99
15,0,4.0,8,8,0,49655.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,Unknown
16,0,12.0,8,3,0,150000.0,United States of America,Bachelor's,Hybrid,Developer,100-499
16,0,10.0,8,0,1,100000.0,United States of America,Bachelor's,In-person,Developer,1k-4.9k
15,0,13.0,8,3,0,67035.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,100-499
16,1,15.0,20,2,2,200000.0,United States of America,Master's,Remote,Scientist,10k+
16,0,25.0,8,3,2,152110.0,United States of America,Bachelor's,Remote,Developer,100-499
16,0,12.0,8,5,2,183000.0,United States of America,Bachelor's,Remote,Developer,20-99
16,0,7.0,13,7,2,192500.0,United States of America,Bachelor's,Remote,Engineering manager,500-999
5,1,28.0,8,2,0,117798.0,Germany,Master's,Hybrid,Developer,10k+
2,0,8.0,8,0,0,55020.0,Canada,Bachelor's,Hybrid,Developer,1k-4.9k
15,0,22.0,16,1,2,156414.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Other (please specify):,10-19
16,1,8.0,8,0,2,138000.0,United States of America,Master's,Remote,Developer,1k-4.9k
16,1,9.0,8,8,0,118000.0,United States of America,Master's,Hybrid,Developer,Unknown
15,0,1.0,8,1,1,40966.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,In-person,Developer,10-19
0,0,5.0,16,4,1,42968.0,Australia,Bachelor's,In-person,Other (please specify):,2 to 9 employees
16,2,10.0,13,5,2,150000.0,United States of America,Other,Remote,Engineering manager,20-99
16,1,10.0,8,7,0,89000.0,United States of America,Master's,Hybrid,Developer,500-999
16,2,2.0,8,5,0,130000.0,United States of America,Other,Hybrid,Developer,20-99
2,0,12.0,8,0,2,104092.0,Canada,Bachelor's,Remote,Developer,1k-4.9k
16,0,10.0,8,7,2,213000.0,United States of America,Bachelor's,Remote,Developer,500-999
1,2,15.0,8,3,2,200000.0,Brazil,Other,Remote,Developer,100-499
2,0,13.0,8,5,0,85504.0,Canada,Bachelor's,Hybrid,Developer,20-99
16,0,8.0,8,2,2,145000.0,United States of America,Bachelor's,Remote,Developer,10k+
16,0,5.0,8,2,0,100300.0,United States of America,Bachelor's,Hybrid,Developer,10k+
16,2,2.0,8,5,1,65000.0,United States of America,Other,In-person,Developer,20-99
2,2,37.0,16,3,2,118962.0,Canada,Other,Remote,Other (please specify):,100-499
2,0,13.0,7,1,0,74351.0,Canada,Bachelor's,Hybrid,DevOps specialist,10-19
16,0,6.0,8,3,2,150000.0,United States of America,Bachelor's,Remote,Developer,100-499
16,1,15.0,8,2,0,190000.0,United States of America,Master's,Hybrid,Developer,10k+
16,0,8.0,8,3,0,120000.0,United States of America,Bachelor's,Hybrid,Developer,100-499
15,0,17.0,8,3,0,73242.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,100-499
2,0,28.0,8,0,0,90709.0,Canada,Bachelor's,Hybrid,Developer,1k-4.9k
6,0,1.0,8,8,1,36351.0,India,Bachelor's,In-person,Developer,Unknown
16,0,30.0,8,5,2,90000.0,United States of America,Bachelor's,Remote,Developer,20-99
16,0,7.0,8,5,2,120000.0,United States of America,Bachelor's,Remote,Developer,20-99
6,1,9.0,8,6,0,32716.0,India,Master's,Hybrid,Developer,5k-9.9k
